txt1	lvl11	lvl12	lvl13	lvl14	txt2	lvl21	lvl22	lvl23	lvl24	mantra_id	pratika
VS			7	21	MŚ	2	4	2	35	72191	
VS			7	21	MŚ	2	5	1	44	72191	
ŚB	11	5	4	4	PG		2	2	21	72192	
ŚB	11	5	4	4	HG		1	6	5	72192	
ŚB	11	5	4	4	MG		1	22	5	72192	
VS			22	5	ŚB	13	1	2	8	72195	
VS			22	5	TB	3	8	7	2	72195	viśvebhyas tvā devebhyaḥ
TS	3	5	8	1	TS	7	1	12	1	72197	
TS	3	5	8	1	KSA			1	2	72197	
TS	3	5	8	1	KSA			1	3	72197	
TS	3	5	8	1	TB	3	8	7	3	72197	
TS	1	4	2	1	TS	6	4	5	4	72199	
TS	7	5	22	1	KSA			5	19	72201	
MG		2	12	3	JG			1	6	72202	
MG		2	12	3	GDh			26	16	72202	
MG		2	12	3	BDh		3	9	4	72202	
MG		2	12	3	VyāsaDh			3	31	72202	
MG		2	12	3	Svidh		1	2	5	72202	
VS			24	27	MS		3	14	21	72204	
VS			22	28	MS		3	10	1	72208	
VS			22	28	MS		3	12	7	72208	
VS			22	28	JB			1	62	72208	
VS			22	28	JB			1	63	72208	
VS			22	28	ŚB	12	4	4	6	72208	
VS			22	28	ŚB	12	4	4	7	72208	
VS			22	28	ŚB	12	6	1	19	72208	
VS			22	28	ŚB	12	6	1	27	72208	
VS			22	28	ŚB	14	9	3	8	72208	
VS			22	28	TB	3	1	5	5	72208	
VS			22	28	TAA		10	67	1	72208	
VS			22	28	BṛhU		6	3	8	72208	
VS			22	28	MahānU			19	2	72208	
VS			22	28	LŚ		3	2	9	72208	
VS			22	28	MŚ	1	8	4	35	72208	
VS			22	28	MŚ	5	2	12	27	72208	
VS			22	28	MŚ	9	2	4	22	72208	
VS			22	28	ŚG		2	14	4	72208	
VS			22	28	PG		1	12	3	72208	
VS			22	28	HG		1	7	18	72208	
VS			22	28	JG			1	23	72208	
VS			29	60	MS		3	15	10	72209	
VS			29	60	KSA			5	10	72209	
TS	1	2	2	1c	TS	6	1	2	6	72232	
RV		10	64	6b	TS	1	7	8	2b	72239	
RV		10	64	6b	MS		1	11	2b	72239	
RV		10	64	6b	KS			13	14b	72239	
RV		10	64	6b	ŚB	5	1	5	23b	72239	
KS			39	1	ApŚ		16	33	1	72241	
TS	3	2	3	2	MŚ	2	3	7	1	72254	
TS	3	2	3	2	ApŚ		12	18	20	72254	viśveṣāṃ devānām
KS			5	1	ApŚ		4	10	1	72257	
KS			5	1	MŚ	1	4	2	6	72257	
VS			14	26	MS		2	8	5	72260	
VS			14	26	KS			17	4	72260	
VS			14	26	KS			21	1	72260	
VS			14	26	ŚB	8	4	2	12	72260	
TS	2	3	10	1	MS		2	3	4	72266	
VS			6	24	MS		1	3	1	72268	
VS			6	24	KS			3	9	72268	
VS			6	24	KS			35	3	72268	
VS			6	24	ŚB	3	9	2	16	72268	
VS			6	24	ApŚ		11	21	5	72268	
VS			6	24	KŚ		8	9	23	72268	viśveṣāṃ devānām
VS			6	24	MŚ	2	2	5	34	72268	viśveṣāṃ devānām
RV		4	1	20b	TB	2	7	12	5b	72270	
RV		4	1	20a	TB	2	7	12	5a	72271	
RV		4	1	20a	ApŚ		22	27	9	72271	viśveṣām aditiḥ
RV		1	131	2a	Vait			31	27	72280	
RV		1	131	2a	ŚŚ		10	7	7	72280	viśveṣu hi tvā
RV		8	35	4	RV		8	35	6	72289	
AVŚ		3	17	9b	TS	4	2	5	6b	72299	
AVŚ		3	17	9b	MS		2	7	12b	72299	
AVŚ		3	17	9b	KS			16	12b	72299	
AVŚ		3	17	9b	ŚB	7	2	2	10	72299	
AVŚ		3	17	9b	TA		4	4	1b	72299	
AVŚ		3	17	9b	JG			1	11b	72299	
AVP		14	6	9c	MG		1	14	16c	72300	
TS	5	7	24	1b	KSA			5	16b	72303	
TS	5	7	24	1b	TB	2	4	3	4c	72303	
TS	5	7	24	1b	AŚ		4	2	3c	72303	
RV		5	50	1a	VS			11	67a	72308	
RV		5	50	1a	VS			22	21a	72308	
RV		5	50	1a	MS		1	2	2a	72308	
RV		5	50	1a	MS		2	7	7a	72308	
RV		5	50	1a	MS		3	6	5	72308	
RV		5	50	1a	KS			2	2a	72308	
RV		5	50	1a	KS			16	7a	72308	
RV		5	50	1a	KS			23	2	72308	
RV		5	50	1a	AB		4	32	2	72308	
RV		5	50	1a	AB		5	5	6	72308	
RV		5	50	1a	AB		5	19	8	72308	
RV		5	50	1a	KB			20	3	72308	
RV		5	50	1a	KB			22	2	72308	
RV		5	50	1a	ŚB	3	1	4	18a	72308	
RV		5	50	1a	ŚB	6	6	1	21a	72308	
RV		5	50	1a	ŚB	13	1	8	8	72308	
RV		5	50	1a	AŚ		7	6	6	72308	
RV		5	50	1a	MŚ	2	1	2	1	72308	
RV		5	50	1a	MŚ	6	1	3	20	72308	
RV		5	50	1a	MG		1	6	2	72308	
RV		5	50	1a	MG		1	23	6	72308	
RV		5	50	1a	ŚŚ		10	3	11	72308	viśvo devasya
RV		5	50	1a	KŚ		7	3	18	72308	viśvo devasya
RV		5	50	1a	KŚ		20	4	10	72308	viśvo devasya
RV		5	50	1c	VS			11	67c	72312	
RV		5	50	1c	VS			22	21c	72312	
RV		5	50	1c	MS		1	2	2c	72312	
RV		5	50	1c	MS		2	7	7c	72312	
RV		5	50	1c	MS		3	6	5	72312	
RV		5	50	1c	KS			2	2c	72312	
RV		5	50	1c	KS			16	7c	72312	
RV		5	50	1c	ŚB	3	1	4	18c	72312	
RV		5	50	1c	ŚB	6	6	1	21c	72312	
RV		10	28	1a	ŚŚ		18	5	7	72319	
AVP		3	15	1	AVP		3	15	3	72327	
AVP		3	15	1	AVP		3	15	4	72327	
AVP		3	15	1	AVP		3	15	5	72327	
AVP		3	15	1	AVP		3	15	6	72327	
AVŚ		4	6	3b	AVP		9	10	6b	72335	
RV		1	191	13b	AVP		4	17	7b	72350	
RV		1	191	13b	AVP		4	19	8b	72350	
AVP		15	16	4	AVP		15	16	6	72351	
AVP		15	16	4	AVP		15	16	7	72351	
AVP		15	16	4	AVP		15	16	8	72351	
AVP		15	16	4	AVP		15	16	9	72351	
AVP		15	16	4	AVP		15	16	10	72351	
MS		1	2	2c	ApŚ		13	7	16c	72360	
MS		1	2	2c	MŚ	2	1	2	12	72360	viṣāṇe viṣya
AVŚ		17	1	1	AVŚ		17	1	3	72362	
AVŚ		17	1	1	AVŚ		17	1	4	72362	
AVŚ		17	1	1	AVŚ		17	1	5	72362	
AVŚ		17	1	1	Kauś			99	3	72362	
AVŚ		17	1	1	Kauś			18	25	72362	viṣāsahim
AVŚ		17	1	1	Kauś			55	17	72362	viṣāsahim
AVŚ		17	1	1	Kauś			58	3	72362	viṣāsahim
AVŚ		17	1	1	Kauś			58	11	72362	viṣāsahim
AVŚ		17	1	1	Kauś			58	22	72362	viṣāsahim
RV		6	58	1b	TS	4	1	11	3b	72372	
RV		6	58	1b	MS		4	10	3b	72372	
RV		6	58	1b	KS			4	15b	72372	
RV		6	58	1b	TA		1	2	4b	72372	
RV		6	58	1b	TA		1	10	1b	72372	
RV		6	58	1b	TA		4	5	7b	72372	
RV		6	58	1b	N			12	17b	72372	
RV		10	133	3a	SV			2	1153a	72378	
AVŚ		3	7	1d	ApŚ		13	7	16d	72384	
VS			17	64d	TS	1	1	13	1d	72386	
VS			17	64d	TS	1	6	4	2d	72386	
VS			17	64d	TS	4	6	3	4d	72386	
VS			17	64d	MS		1	1	13d	72386	
VS			17	64d	MS		3	3	8	72386	
VS			17	64d	KS			1	12d	72386	
VS			17	64d	KS			18	3d	72386	
VS			17	64d	KS			21	8	72386	
VS			17	64d	ŚB	9	2	3	22d	72386	
RV		2	40	3c	TB	2	8	1	5c	72401	
RV		6	70	1d	VS			34	45d	72413	
RV		6	70	1d	MS		4	11	1d	72413	
RV		6	70	1d	KS			13	15d	72413	
RV		9	87	2d	AVP		15	2	3a	72419	
RV		9	87	2d	SV			2	28d	72419	
RV		9	87	2d	TS	4	4	12	5a	72419	
RV		9	87	2d	MS		3	16	4a	72419	
RV		9	87	2d	KS			22	14a	72419	
RV		9	87	2d	JB			1	127d	72419	
RV		9	87	2d	AŚ		4	12	2a	72419	
RV		9	87	2d	MS		4	14	4	72419	viṣṭambho divaḥ
RV		9	2	5b	JB			3	137b	72420	
VS			14	9	MS		2	8	2	72421	
VS			14	9	KS			17	2	72421	
VS			14	9	ŚB	8	2	3	12	72421	
VS			14	9	ApŚ		17	1	8	72421	
TS	3	5	2	2	KS			17	7	72422	
TS	3	5	2	2	KS			37	17	72422	
TS	3	5	2	2	GB		2	2	13	72422	
TS	3	5	2	2	PB		1	9	6	72422	
TS	3	5	2	2	Vait			21	14	72422	
TS	3	5	2	2	VārG			9	14	72422	
TS	3	5	2	2	TS	5	3	6	1	72422	viṣṭambhaḥ
VS			15	4	MS		2	8	7	72423	
VS			15	4	KS			17	6	72423	
VS			15	4	ŚB	8	5	2	4	72423	
AVŚ		4	34	3a	AVP		6	22	2c	72425	
AVŚ		4	34	3a	AVP		6	22	4c	72425	
AVŚ		4	34	3a	AVP		6	22	13c	72425	
RV		10	97	19b	AVP		3	7	1b	72436	
RV		10	97	19b	VS			12	93b	72436	
RV		10	97	19b	AB		8	27	6b	72436	
RV		10	97	19b	TB	3	12	6	3b	72436	
RV		10	97	19b	SMB		2	8	4b	72436	
VS			8	1	MS		1	3	9	72438	
VS			8	1	ŚB	4	3	5	8	72438	
VS			8	1	ApŚ		12	21	12	72438	
VS			8	1	MŚ	2	3	8	24	72438	
VS			8	1	KŚ		9	9	21	72438	viṣṇa urugāya
VS			5	1	VS			5	19	72442	
VS			5	1	VS			5	21	72442	
VS			5	1	VS			5	42	72442	
VS			5	1	VS			7	22	72442	
VS			5	1	TS	1	2	10	1	72442	
VS			5	1	TS	1	2	13	3	72442	
VS			5	1	TS	1	4	12	1	72442	
VS			5	1	TS	6	2	1	2	72442	
VS			5	1	TS	6	2	1	3	72442	
VS			5	1	TS	6	5	1	3	72442	
VS			5	1	MS		1	2	6	72442	
VS			5	1	MS		1	2	9	72442	
VS			5	1	MS		1	2	14	72442	
VS			5	1	MS		1	3	3	72442	
VS			5	1	MS		1	3	14	72442	
VS			5	1	MS		3	7	9	72442	
VS			5	1	MS		3	9	2	72442	
VS			5	1	MS		4	1	3	72442	
VS			5	1	MS		4	5	4	72442	
VS			5	1	MS		4	6	5	72442	
VS			5	1	KS			2	8	72442	
VS			5	1	KS			2	10	72442	
VS			5	1	KS			3	2	72442	
VS			5	1	KS			3	10	72442	
VS			5	1	KS			24	8	72442	
VS			5	1	KS			25	8	72442	
VS			5	1	KS			27	10	72442	
VS			5	1	ŚB	3	4	1	9	72442	
VS			5	1	ŚB	3	4	1	10	72442	
VS			5	1	ŚB	3	4	1	11	72442	
VS			5	1	ŚB	3	4	1	12	72442	
VS			5	1	ŚB	3	4	1	13	72442	
VS			5	1	ŚB	3	5	3	21	72442	
VS			5	1	ŚB	3	5	3	22	72442	
VS			5	1	ŚB	3	6	4	9	72442	
VS			5	1	ŚB	4	2	3	10	72442	
VS			5	1	TB	3	2	3	12	72442	
VS			5	1	TB	3	7	4	17	72442	
VS			5	1	KŚ		6	1	11	72442	
VS			5	1	KŚ		8	4	10	72442	
VS			5	1	ApŚ		1	14	3	72442	
VS			5	1	ApŚ		11	8	11	72442	
VS			5	1	MŚ	1	1	3	35	72442	
VS			5	1	MŚ	1	8	1	5	72442	
VS			5	1	MŚ	2	2	2	37	72442	
KSA			11	5	ŚG		2	14	10	72443	viṣṇave
KSA			11	5	ViDh			67	12	72443	viṣṇave
TS	7	3	15	1	TB	3	8	11	2	72445	
VS			22	20	MS		3	12	5	72446	
VS			22	20	KSA			3	5	72446	
VS			22	20	ŚB	13	1	8	8	72446	
VS			22	20	TB	3	8	11	2	72446	
VS			22	20	ŚB	12	6	1	12	72448	
VS			22	20	ŚB	13	1	8	8	72448	
VS			22	20	ŚB	11	1	4	4	72448	viṣṇave śipiviṣṭāya
VS			22	6	TS	7	3	15	1	72450	
VS			22	6	MS		3	12	5	72450	
VS			22	6	KS			39	2	72450	
VS			22	6	KSA			3	5	72450	
VS			22	6	ṢB			5	10	72450	
VS			22	6	AdB				10	72450	
VS			22	6	ŚB	12	6	1	22	72450	
VS			22	6	ŚB	13	1	3	3	72450	
VS			22	6	ŚB	13	1	8	8	72450	
VS			22	6	TB	3	1	5	7	72450	
VS			22	6	TB	3	1	6	7	72450	
VS			22	6	TB	3	8	11	2	72450	
VS			22	6	ApŚ		16	29	2	72450	
VS			22	6	ŚG		2	14	4	72450	
VS			22	6	ŚG		4	15	2	72450	
VS			22	6	ŚG		5	3	3	72450	
MS		1	4	2	MŚ	1	4	3	11	72456	viṣṇuḥ pṛthivyāṃ vyakraṃsta
RV		1	22	18b	SV			2	1020b	72481	
RV		1	22	18b	VS			34	43b	72481	
RV		1	22	18b	TB	2	4	6	1b	72481	
RV		1	22	18b	MahānU			20	14b	72481	
RV		10	184	1a	AVP		5	15	5b	72494	
RV		10	184	1a	AVP		12	3	3a	72494	
RV		10	184	1a	KB			8	5	72494	
RV		10	184	1a	ŚB	14	9	4	20a	72494	
RV		10	184	1a	BṛhU		6	4	20a	72494	
RV		10	184	1a	ŚG		1	22	12	72494	
RV		10	184	1a	PG			1	13a	72494	
RV		10	184	1a	SMB		1	4	6a	72494	
RV		10	184	1a	GG		2	5	9	72494	
RV		10	184	1a	KhG		1	4	15	72494	
RV		10	184	1a	ApMB		1	12	1a	72494	
RV		10	184	1a	HG		1	25	1a	72494	
RV		10	184	1a	MG		2	18	2a	72494	
RV		10	184	1a	JG			1	22	72494	
RV		10	184	1a	JG			1	22a	72494	
RV		10	184	1a	Rvidh		4	23	3	72494	viṣṇur yonim
VS			9	31	TS	1	7	11	1	72506	
VS			1	9	ApŚ		1	17	8	72508	
VS			1	9	KŚ		2	3	15	72508	viṣṇus tvā
VS			11	60	MS		2	7	6	72509	
VS			11	60	MS		3	1	7	72509	
VS			11	60	KS			16	5	72509	
VS			11	60	ŚB	6	5	3	10	72509	
SMB		1	2	6	SMB		1	2	8	72510	
SMB		1	2	6	SMB		1	2	9	72510	
SMB		1	2	6	SMB		1	2	10	72510	
SMB		1	2	6	SMB		1	2	11	72510	
SMB		1	2	6	SMB		1	2	12	72510	
SMB		1	2	6	PG		1	8	2	72510	
SMB		1	2	6	VārG			14	23	72510	
TS	3	2	6	1	ApŚ		10	22	12	72511	
TS	3	2	6	1	ApMB		1	3	7	72511	
TS	3	2	6	1	ApMB		1	3	8	72511	
TS	3	2	6	1	ApMB		1	3	9	72511	
TS	3	2	6	1	ApMB		1	3	10	72511	
TS	3	2	6	1	ApMB		1	3	11	72511	
TS	3	2	6	1	ApMB		1	3	12	72511	
TS	3	2	6	1	ApMB		1	3	13	72511	
TS	3	2	6	1	HG		1	21	1	72511	
TS	3	2	6	1	JG			1	21	72511	
VS			7	20	TS	1	4	11	1	72512	
VS			7	20	KS			4	5	72512	
VS			7	20	ŚB	4	2	2	10	72512	
MS		1	2	9	KS			2	10	72515	
MS		1	2	9	ApŚ		11	7	3	72515	
MS		1	2	9	MŚ	2	2	2	23	72515	
VS			8	59d	ṢB		1	5	13d	72518	
VS			8	59d	ŚB	4	5	7	7d	72518	
VS			8	59d	TB	2	8	4	5d	72518	
VS			8	59d	AŚ		5	20	6d	72518	
VS			8	59d	ŚŚ		3	20	4d	72518	
RV		1	22	19a	SV			2	1021a	72523	
RV		1	22	19a	VS			6	4a	72523	
RV		1	22	19a	VS			13	33a	72523	
RV		1	22	19a	TS	1	3	6	2a	72523	
RV		1	22	19a	MS		1	2	14a	72523	
RV		1	22	19a	MS		3	9	3	72523	
RV		1	22	19a	KS			3	3a	72523	
RV		1	22	19a	KS			16	16a	72523	
RV		1	22	19a	KS			26	5	72523	
RV		1	22	19a	ŚB	3	7	1	17a	72523	
RV		1	22	19a	ŚB	7	5	1	25	72523	
RV		1	22	19a	ŚŚ		13	7	6	72523	
RV		1	22	19a	ApŚ		7	10	9	72523	
RV		1	22	19a	ApŚ		7	11	3	72523	
RV		1	22	19a	MŚ	1	8	2	19	72523	
RV		1	22	19a	Vait			10	10	72523	viṣṇoḥ karmāṇi
RV		1	22	19a	Vait			29	2	72523	viṣṇoḥ karmāṇi
RV		1	22	19a	KŚ		6	3	12	72523	viṣṇoḥ karmāṇi
RV		1	22	19a	KŚ		17	5	3	72523	viṣṇoḥ karmāṇi
TS	1	7	7	2	TS	1	8	15	1	72524	
TS	1	7	7	2	MS		1	1	5	72524	
TS	1	7	7	2	MS		2	6	11	72524	
TS	1	7	7	2	MS		4	1	5	72524	
TS	1	7	7	2	MS		4	1	14	72524	
TS	1	7	7	2	KS			1	4	72524	
TS	1	7	7	2	KS			15	8	72524	
TS	1	7	7	2	KS			31	3	72524	
TS	1	7	7	2	LŚ		5	12	19	72524	
TS	1	7	7	2	ApŚ		4	14	6	72524	
TS	1	7	7	2	ApŚ		16	10	12	72524	
TS	1	7	7	2	ApŚ		18	4	5	72524	
TS	1	7	7	2	ApŚ		18	12	10	72524	
TS	1	7	7	2	ApŚ		18	17	2	72524	
TS	1	7	7	2	HirŚ		6	4	17	72524	
TS	1	7	7	2	MŚ	1	2	1	26	72524	
TS	1	7	7	2	Kauś			6	14	72524	
TS	1	7	7	2	Kauś			49	14	72524	
VS			12	5	TS	4	2	1	1	72525	
VS			12	5	MS		2	7	8	72525	
VS			12	5	KS			16	8	72525	
VS			12	5	ŚB	6	7	2	16	72525	
VS			12	5	KŚ		16	5	11	72525	viṣṇoḥ
VS			12	5	MS		4	4	5	72526	
VS			12	5	KS			16	8	72526	
VS			12	5	ŚB	6	7	2	13	72526	
VS			12	5	MŚ	6	1	4	10	72526	viṣṇoḥ kramo'si
VS			12	5	MŚ	9	1	3	26	72526	viṣṇoḥ kramo'si
VS			12	5	TS	1	7	5	4	72528	
VS			12	5	TS	4	2	1	1	72528	
VS			12	5	TS	5	2	1	1	72528	
VS			12	5	MS		2	7	8	72528	
VS			12	5	KS			16	8	72528	
VS			12	5	ŚB	6	7	2	14	72528	
VS			12	5	TS	4	2	1	1	72530	
VS			12	5	MS		2	7	8	72530	
VS			12	5	KS			16	8	72530	
VS			12	5	ŚB	6	7	2	15	72530	
VS			10	19	TS	1	8	10	2	72531	
VS			10	19	TS	1	8	15	1	72531	
VS			10	19	ŚB	5	4	2	6	72531	
VS			10	19	LŚ		5	12	19	72531	
VS			10	19	MŚ	7	1	2	29	72531	
VS			10	19	MŚ	7	1	3	17	72531	
VS			10	19	KŚ		15	6	9	72531	viṣṇoḥ
RV		1	154	5d	TB	2	4	6	2d	72533	
TS	1	2	13	3	MS		1	2	9	72534	
TS	1	2	13	3	MS		3	8	7	72534	
TS	1	2	13	3	KS			2	10	72534	
TS	1	2	13	3	KS			25	8	72534	
TS	1	2	13	3	ApŚ		11	8	1	72534	
TS	1	2	13	3	MŚ	2	2	2	27	72534	
TS	3	1	10	3a	MŚ	2	3	6	15a	72538	
RV		7	99	1d	TB	2	8	3	2d	72539	
VS			5	21	TS	6	2	9	4	72541	
VS			5	21	MS		1	2	9	72541	
VS			5	21	MS		3	8	7	72541	
VS			5	21	KS			2	10	72541	
VS			5	21	KS			25	8	72541	
VS			5	21	ŚB	3	5	3	24	72541	
VS			5	21	ApŚ		11	8	1	72541	
VS			5	21	MŚ	2	2	2	30	72541	
VS			5	21	KŚ		8	4	18	72541	viṣṇo rarāṭam
VS			14	24	MS		2	8	5	72543	
VS			14	24	KS			22	1	72543	
VS			14	24	ŚB	8	4	2	4	72543	
ApŚ		12	18	20	MŚ	5	2	15	21	72547	
SMB		1	6	4	KhG		2	3	22	72548	viṣṇoḥ
VS			5	21	TS	6	2	9	4	72549	
VS			5	21	MS		1	2	9	72549	
VS			5	21	KS			2	10	72549	
VS			5	21	KS			25	8	72549	
VS			5	21	ŚB	3	5	3	25	72549	
VS			5	21	KŚ		8	4	22	72549	
VS			5	21	ApŚ		11	8	1	72549	
VS			5	21	ApŚ		11	8	5	72549	
VS			5	21	MŚ	2	2	2	33	72549	
RV		1	154	1a	VS			5	18a	72550	
RV		1	154	1a	TS	1	2	13	3a	72550	
RV		1	154	1a	MS		1	2	9a	72550	
RV		1	154	1a	MS		3	8	7	72550	
RV		1	154	1a	KS			2	10a	72550	
RV		1	154	1a	KS			25	8	72550	
RV		1	154	1a	AB		3	38	4	72550	
RV		1	154	1a	ŚB	3	5	3	21a	72550	
RV		1	154	1a	AŚ		5	20	6	72550	
RV		1	154	1a	MS		4	14	5	72550	viṣṇor nu kam
RV		1	154	1a	TB	2	8	3	2	72550	viṣṇor nu kam
RV		1	154	1a	VāsuU				2	72550	viṣṇor nu kam
RV		1	154	1a	AŚ		6	7	6	72550	viṣṇor nu kam
RV		1	154	1a	AŚ		7	9	4	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		5	7	3	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		6	11	5	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		8	6	16	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		9	4	4	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		12	26	3	72550	viṣṇor nu kam
RV		1	154	1a	ŚŚ		12	26	14	72550	viṣṇor nu kam
RV		1	154	1a	Vait			13	14	72550	viṣṇor nu kam
RV		1	154	1a	Vait			15	12	72550	viṣṇor nu kam
RV		1	154	1a	KŚ		8	4	9	72550	viṣṇor nu kam
RV		1	154	1a	ApŚ		11	7	4	72550	viṣṇor nu kam
RV		1	154	1a	MŚ	2	2	2	24	72550	viṣṇor nu kam
RV		1	154	1a	Kauś			59	19	72550	viṣṇor nu kam
RV		1	154	1a	VHDh			6	135	72550	viṣṇor nu kam
RV		1	154	1a	VHDh			7	300	72550	viṣṇor nu kam
RV		1	154	1a	VHDh			8	50	72550	viṣṇor nu kam
RV		1	154	1a	Rvidh		1	25	4	72550	viṣṇor nu kam
RV		1	154	1a	VHDh			8	233	72550	viṣṇor nu
MS		4	1	5	KS			31	4	72552	
MS		4	1	5	ApŚ		1	11	9	72552	
MS		4	1	5	MŚ	1	1	3	13	72552	
MS		4	1	5	MŚ	1	2	2	1	72552	
MS		4	1	5	Kauś			1	37	72552	
MS		4	1	5	Kauś			2	32	72552	
MS		4	1	5	GG		1	7	23	72552	
MS		4	1	5	KhG		1	2	13	72552	
MS		4	1	5	JG			1	2	72552	
MS		4	1	5	VārG			1	12	72552	
RV		1	22	21c	VS			34	44c	72554	
RV		1	22	21c	NṛpU			5	10c	72554	
RV		1	22	21c	VāsuU			4	2c	72554	
RV		1	22	21c	SkandaU				16c	72554	
RV		1	22	21c	AAruṇU				5	72554	
RV		1	22	21c	MuktiU			2	78c	72554	
VS			10	19	MŚ	7	1	2	29	72556	
VS			10	19	MŚ	7	1	3	17	72556	
VS			10	19	TS	1	8	10	2	72557	
VS			10	19	TS	1	8	15	1	72557	
VS			10	19	ŚB	5	4	2	6	72557	
VS			10	19	MŚ	7	1	2	29	72557	
VS			10	19	MŚ	7	1	3	17	72557	
VS			1	30	KŚ		2	7	2	72558	viṣṇor veṣyaḥ
TS	1	6	4	3	ApŚ		4	12	10	72562	viṣṇoḥ śaṃyoḥ
VS			4	10	MS		1	2	1	72563	
VS			4	10	MS		1	2	2	72563	
VS			4	10	MS		3	6	6	72563	
VS			4	10	KS			2	3	72563	
VS			4	10	KS			23	3	72563	
VS			4	10	ŚB	3	2	1	17	72563	
VS			4	10	MŚ	2	1	1	31	72563	
VS			4	10	MŚ	2	1	2	5	72563	
VS			4	10	KŚ		7	3	28	72563	viṣṇoḥ śarma
VS			4	10	ApŚ		10	9	8	72563	viṣṇoḥ śarma
MS		1	2	9	MŚ	2	2	2	31	72564	
VS			5	21	KS			2	10	72566	
VS			5	21	KS			25	8	72566	
VS			5	21	ŚB	3	5	3	24	72566	
VS			5	21	KŚ		8	4	19	72566	
VS			5	21	ApŚ		11	8	4	72566	
RVKh		10	184	3a	ApMB		1	12	6a	72567	
RVKh		10	184	3a	MG		2	18	4a	72567	
RV		1	164	36b	N			14	21b	72570	
VS			2	2	MS		1	1	12	72572	
VS			2	2	MS		4	1	13	72572	
VS			2	2	KS			1	11	72572	
VS			2	2	ŚB	1	3	3	5	72572	
VS			2	2	TB	3	3	6	5	72572	
VS			2	2	ApŚ		1	3	7	72572	
VS			2	2	ApŚ		2	8	5	72572	
VS			2	2	MŚ	1	2	6	1	72572	
VS			2	2	KŚ		2	7	21	72572	viṣṇoḥ
VS			2	8	MS		1	1	13	72573	
VS			2	8	KS			1	12	72573	
VS			2	8	KS			31	11	72573	
VS			2	8	ŚB	1	4	5	3	72573	
VS			2	8	TB	3	3	7	7	72573	
VS			2	8	ApŚ		2	13	9	72573	
VS			2	8	MŚ	1	3	1	14	72573	
MS		1	1	2	MŚ	1	1	1	30	72575	
VS			5	21	TS	6	2	9	4	72576	
VS			5	21	MS		1	2	9	72576	
VS			5	21	MS		3	8	7	72576	
VS			5	21	KS			2	10	72576	
VS			5	21	KS			25	8	72576	
VS			5	21	ŚB	3	5	3	25	72576	
VS			5	21	KŚ		8	4	21	72576	
VS			5	21	ApŚ		11	8	1	72576	
VS			5	21	ApŚ		11	8	5	72576	
VS			5	21	MŚ	2	2	2	32	72576	
VS			1	4	MS		1	1	3	72577	
VS			1	4	MS		4	1	3	72577	
VS			1	4	KS			1	3	72577	
VS			1	4	KS			31	2	72577	
VS			1	4	ŚB	1	7	1	21	72577	
VS			1	4	TB	3	2	3	12	72577	
VS			1	4	ApŚ		1	14	5	72577	
VS			1	4	MŚ	1	1	3	36	72577	
VS			1	4	MŚ	11	9	2	5	72577	
VS			1	4	KŚ		4	2	34	72577	viṣṇo havyam
VS			15	5	MS		2	8	7	72581	
VS			15	5	KS			17	6	72581	
VS			15	5	ŚB	8	5	2	6	72581	
RV		10	89	4d	TB	2	4	5	2d	72584	
AŚ		6	12	12d	Vait			23	15d	72605	
AŚ		6	12	12d	ApŚ		13	18	2d	72605	
AŚ		6	12	12d	MŚ	2	5	4	13d	72605	
AŚ		6	12	12d	PG		2	11	12d	72605	
RV		4	50	4d	MS		4	12	1d	72610	
RV		4	50	4d	KS			11	13d	72610	
RV		4	50	4d	TB	2	8	2	7d	72610	
AVŚ		4	1	1b	AVP		5	2	2b	72624	
AVŚ		4	1	1b	AVP		6	11	1b	72624	
AVŚ		4	1	1b	SV			1	321b	72624	
AVŚ		4	1	1b	VS			13	3b	72624	
AVŚ		4	1	1b	TS	4	2	8	2b	72624	
AVŚ		4	1	1b	MS		2	7	15b	72624	
AVŚ		4	1	1b	KS			16	15b	72624	
AVŚ		4	1	1b	KS			38	14b	72624	
AVŚ		4	1	1b	ŚB	7	4	1	14	72624	
AVŚ		4	1	1b	TB	2	8	8	8b	72624	
AVŚ		4	1	1b	TA		10	1	10b	72624	
AVŚ		4	1	1b	AŚ		4	6	3b	72624	
AVŚ		4	1	1b	ŚŚ		5	9	5b	72624	
AVŚ		4	1	1b	N			1	7	72624	
RV		10	138	3a	ŚŚ		11	13	28	72631	vi sūryo madhye
SV			1	453a	AŚ		6	2	6a	72642	
VS			7	45	TS	6	6	1	4	72643	
VS			7	45	MS		1	3	37	72643	
VS			7	45	MS		4	8	2	72643	
VS			7	45	KS			4	9	72643	
VS			7	45	KS			28	4	72643	
VS			7	45	ŚB	4	3	4	17	72643	
VS			7	45	ApŚ		13	6	4	72643	vi svaḥ paśya
VS			7	45	MŚ	2	4	5	16	72643	vi svaḥ paśya
VS			7	45	KŚ		10	2	17	72643	vi svaḥ
PB		1	1	3	ApŚ		10	1	6	72647	
AVŚ		3	28	5b	TA		2	6	2b	72649	
