id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
121559	Picu	name of an Asura	_	_	_
121560	Kaṇṭhapaṇḍita	name of a poet	_	_	_
121561	Kapilarudra	name of a poet	_	_	_
121562	Kapolakavi	name of a poet	_	_	_
121563	Kamalayudha	name of a poet	_	_	_
121564	Kṛṣṇapilla	name of a poet	_	_	_
121565	Kṛṣṇabhaṭṭa	name of a poet	_	_	_
121566	Kṛṣṇasārvabhauma	name of a poet	_	_	_
121567	Saṃkula	name of a poet	_	_	_
121568	Saṃghamitra	name of a poet	_	_	_
121569	Sañcādhara	name of a poet	_	_	_
121570	Karṇotpala	name of a poet	_	_	_
121571	Kalaśa	name of a poet	_	_	_
121572	Kavīśvara	name of a poet	_	_	_
121573	Kāmadeva	name of a poet	_	_	_
121574	Kāmarāja	name of a poet	_	_	_
121575	Pajoka	name of a poet	_	_	_
121576	Pañcākṣara	name of a poet	_	_	_
121577	Padmarāja	name of a poet	_	_	_
121578	Padmānanda	name of a poet	_	_	_
121579	Paravastu	name of a poet	_	_	_
121580	Satyadeva	name of a poet	_	_	_
121581	Satyabodha	name of a poet	_	_	_
121582	Parimala	name of a poet	_	_	_
121583	Parpaṭi	name of a poet	_	_	_
121584	Kumāradāsa	name of a poet	_	_	_
121585	Kumārabhaṭṭa	name of a poet	_	_	_
121586	Bhūtanātha	name of a poet	_	_	_
121587	Bhūmidhara	name of a poet	_	_	_
121588	Bhūṣaṇadeva	name of a poet	_	_	_
121589	Bhṛṅgasvāmin	name of a poet	_	_	_
121590	Bhogakarman	name of a poet	_	_	_
121591	Bhogabhaṭṭa	name of a poet	_	_	_
121592	Bhohara	name of a poet	_	_	_
121593	Bhauṇḍa	name of a poet	_	_	_
121594	Bhramaradeva	name of a poet	_	_	_
121595	Maṅgala	name of a poet	_	_	_
121596	Maṅgalavatsa	name of a poet	_	_	_
121597	Maṅgalārjuna	name of a poet	_	_	_
121598	Mañjīra	name of a poet	_	_	_
121599	Maṇibhadra	name of a poet	_	_	_
121600	Madanakīrti	name of a poet	_	_	_
121601	Niśānārāyaṇa	name of a poet	_	_	_
121602	Nītivarman	name of a poet	_	_	_
121603	Nīlapaṭṭa	name of a poet	_	_	_
121604	Nīlāṅga	name of a poet	_	_	_
121605	Samantabhadra	name of a poet	_	_	_
121606	Abhirāmapaśupati	name of a poet	_	_	_
121607	Amala	name of a poet	_	_	_
121608	Nāgapaiya	name of a poet	_	_	_
121609	Nākoka	name of a poet	_	_	_
121610	Nāthakumāra	name of a poet	_	_	_
121611	Nāthoka	name of a poet	_	_	_
121612	Nānyadeva	name of a poet	_	_	_
121613	Nārāyaṇadatta	name of a poet	_	_	_
121614	Nārāyaṇasvāmin	name of a poet	_	_	_
121615	Nāla	name of a poet	_	_	_
121616	Maddhaka	name of a poet	_	_	_
121617	Madhukaṇṭha	name of a poet	_	_	_
121618	Madhukūṭa	name of a poet	_	_	_
121619	Madhuraśīla	name of a poet	_	_	_
121620	Matirāja	name of a poet	_	_	_
121621	Manoka	name of a poet	_	_	_
121622	Mandoka	name of a poet	_	_	_
121623	Manmoka	name of a poet	_	_	_
121624	Mayūraśarman	name of a poet	_	_	_
121625	Malaya	name of a poet	_	_	_
121626	Malayaja	name of a poet	_	_	_
121627	Malayarāja	name of a poet	_	_	_
121628	Malhaṇa	name of a poet	_	_	_
121629	Masūrākṣa	name of a poet	_	_	_
121630	Śrīgarbha	name of a poet	_	_	_
121631	Śrīpāla	name of a poet	_	_	_
121632	Śrīpālita	name of a poet	_	_	_
121633	Śrībaka	name of a poet	_	_	_
121634	Śrīmitra	name of a poet	_	_	_
121635	Śrīvardhana	name of a poet	_	_	_
121636	Śrīmant	name of a poet	_	_	_
121637	Śrutadhara	name of a poet	_	_	_
121638	Ṣāṇmāsika	name of a poet	_	_	_
121639	Dhārākadamba	name of a poet	_	_	_
121640	Dhītokaka	name of a poet	_	_	_
121641	Dhīranāga	name of a poet	_	_	_
121642	Dhūrjaṭi	name of a poet	_	_	_
121643	Dhairyamitra	name of a poet	_	_	_
121644	Dhoīkavi	name of a poet	_	_	_
121645	Dhoyin	name of a poet	_	_	_
121646	Nagna	name of a poet	_	_	_
121647	Nagnajit	name of a poet	_	_	_
121648	Naṭagaṅgoka	name of a poet	_	_	_
121649	Naḍbhuvaka	name of a poet	_	_	_
121650	Naḍuvāha	name of a poet	_	_	_
121651	Namaiya	name of a poet	_	_	_
121652	Navakara	name of a poet	_	_	_
121653	Vāra	name of a poet	_	_	_
121654	Vārttikakāra	name of a poet	_	_	_
121655	Vāhinīpati	name of a poet	_	_	_
121656	Vilocana	name of a poet	_	_	_
121657	Viṅka	name of a poet	_	_	_
121658	Vijayapāla	name of a poet	_	_	_
121659	Vijayamādhava	name of a poet	_	_	_
121660	Vijayavarman	name of a poet	_	_	_
121661	Viṭavṛtta	name of a poet	_	_	_
121662	Bhagavadgovinda	name of a poet	_	_	_
121663	Bhagīrathadatta	name of a poet	_	_	_
121664	Bhaṭṭi	name of a poet	_	_	_
121665	Bhaṇḍaka	name of a poet	_	_	_
121666	Bhadantajñānavarman	name of a poet	_	_	_
121667	Bhadantavarman	name of a poet	_	_	_
121668	Bhartṛmeṇṭha	name of a poet	_	_	_
121669	Bhartṛsārasvata	name of a poet	_	_	_
121670	Bharchu	name of a poet	_	_	_
121671	Bharvu	name of a poet	_	_	_
121672	Bhallaṭa	name of a poet	_	_	_
121673	Bhallāṭa	name of a poet	_	_	_
121674	Bhavagrāmīṇavādyokta	name of a poet	_	_	_
121675	Bhavabhīta	name of a poet	_	_	_
121676	Bhavānīnandana	name of a poet	_	_	_
121677	Bhavya	name of a poet	_	_	_
121678	Bhaścu	name of a poet	_	_	_
121679	Bhānukara	name of a poet	_	_	_
121680	Bhānupaṇḍita	name of a poet	_	_	_
121681	Bhānuṣeṇa	name of a poet	_	_	_
121682	Bhāma	name of a poet	_	_	_
121683	Bhāratīkavi	name of a poet	_	_	_
121684	Bhāsoka	name of a poet	_	_	_
121685	Bhikṣākaragupta	name of a poet	_	_	_
121686	Bhikṣāṭana	name of a poet	_	_	_
121687	Bhīmasāhi	name of a poet	_	_	_
121688	Cūlitaka	name of a poet	_	_	_
121689	Caura	name of a poet	_	_	_
121690	Chinnama	name of a poet	_	_	_
121691	Argaṭa	name of a poet	_	_	_
121692	Avantivarman	name of a poet	_	_	_
121693	Uḍḍīyakavi	name of a poet	_	_	_
121694	Utpalarāja	name of a poet	_	_	_
121695	Utprekṣāvallabha	name of a poet	_	_	_
121696	Ādivarāha	name of a poet	_	_	_
121697	Ānandadeva	name of a poet	_	_	_
121698	Ānandavardhana	name of a poet	_	_	_
121699	Ākāśapoli	name of a poet	_	_	_
121700	Indrakavi	name of a poet	_	_	_
121701	Indrasiṃha	name of a poet	_	_	_
121702	Yuvasena	name of a poet	_	_	_
121703	Yuvatīsambhogakāra	name of a poet	_	_	_
121704	Raṇḍānanda	name of a poet	_	_	_
121705	Ratnabhūti	name of a poet	_	_	_
121706	Rathāṅga	name of a poet	_	_	_
121707	Ratimitra	name of a poet	_	_	_
121708	Ratisena	name of a poet	_	_	_
121709	Ramaṇapati	name of a poet	_	_	_
121710	Loṇitaka	name of a poet	_	_	_
121711	Loṣṭasarvajña	name of a poet	_	_	_
121712	Laulaka	name of a poet	_	_	_
121713	Vajravarman	name of a poet	_	_	_
121714	Vajrāyudha	name of a poet	_	_	_
121715	Vapunandana	name of a poet	_	_	_
121716	Ralamānātha	name of a poet	_	_	_
121717	Ravigupta	name of a poet	_	_	_
121718	Ravidāsa	name of a poet	_	_	_
121719	Ravideva	name of a poet	_	_	_
121720	Ravināga	name of a poet	_	_	_
121721	Ravisena	name of a poet	_	_	_
121722	Rāghavacaitanya	name of a poet	_	_	_
121723	Rāghavapaṇḍita	name of a poet	_	_	_
121724	Rājoka	name of a poet	_	_	_
121725	Rāṇaka	name of a poet	_	_	_
121726	Rāmila	name of a poet	_	_	_
121727	Rāhulaka	name of a poet	_	_	_
121728	Rissu	name of a poet	_	_	_
121729	Rupyaka	name of a poet	_	_	_
121730	Maithilakāyastha	name of a poet	_	_	_
121731	Yajñaghoṣa	name of a poet	_	_	_
121732	Yaśasvin	name of a poet	_	_	_
121733	Yaśovarman	name of a poet	_	_	_
121734	Vallana	name of a poet	_	_	_
121735	Valliśāstrin	name of a poet	_	_	_
121736	Vasudhara	name of a poet	_	_	_
121737	Vasunāga	name of a poet	_	_	_
121738	Vasuṃdhara	name of a poet	_	_	_
121739	Vasubhāga	name of a poet	_	_	_
121740	Vasuratha	name of a poet	_	_	_
121741	Vasusena	name of a poet	_	_	_
121742	Vastupāla	name of a poet	_	_	_
121743	Vātoka	name of a poet	_	_	_
121744	Vāgura	name of a poet	_	_	_
121745	Vāṅga	name of a poet	_	_	_
121746	Vākkūṭa	name of a poet	_	_	_
121747	Vākkoka	name of a poet	_	_	_
121748	Vākpati	name of a poet	_	_	_
121749	Vāgvīṇa	name of a poet	_	_	_
121750	Vāchoka	name of a poet	_	_	_
121751	Vāñcheśvara	name of a poet	_	_	_
121752	Vāñchāka	name of a poet	_	_	_
121753	Vādyoka	name of a poet	_	_	_
121754	Vāpīka	name of a poet	_	_	_
121755	Vāmanasvāmin	name of a poet	_	_	_
121756	Mahāmanuṣya	name of a poet	_	_	_
121757	Mahāśakti	name of a poet	_	_	_
121758	Mahodadhi	name of a poet	_	_	_
121759	Mahimna	name of a poet	_	_	_
121760	Mātrarāja	name of a poet	_	_	_
121761	Māgadhamādhava	name of a poet	_	_	_
121762	Māṅkaḍa	name of a poet	_	_	_
121763	Mātaṃgadivākara	name of a poet	_	_	_
121764	Mātṛṣeṇa	name of a poet	_	_	_
121765	Mādhavapurī	name of a poet	_	_	_
121766	Mādhavamāgadha	name of a poet	_	_	_
121767	Mādhavasena	name of a poet	_	_	_
121768	Māyurāja	name of a poet	_	_	_
121769	Mālavabhadra	name of a poet	_	_	_
121770	Mālavarudra	name of a poet	_	_	_
121771	Retoka	name of a poet	_	_	_
121772	Laṅgadatta	name of a poet	_	_	_
121773	Laṭṭana	name of a poet	_	_	_
121774	Laḍahacandra	name of a poet	_	_	_
121775	Laḍuka	name of a poet	_	_	_
121776	Lalitānurāga	name of a poet	_	_	_
121777	Lalitoka	name of a poet	_	_	_
121778	Lāṭadiṇḍīra	name of a poet	_	_	_
121779	Lekha	name of a poet	_	_	_
121780	Līlācandra	name of a poet	_	_	_
121781	Luṭṭaka	name of a poet	_	_	_
121782	Loṭhaka	name of a poet	_	_	_
121783	Loṭhitaka	name of a poet	_	_	_
121784	Trilocana	name of a poet	_	_	_
121785	Durvahaka	name of a poet	_	_	_
121786	Duloka	name of a poet	_	_	_
121787	Devajaya	name of a poet	_	_	_
121788	Devabodha	name of a poet	_	_	_
121789	Devabodhi	name of a poet	_	_	_
121790	Devavimalagaṇi	name of a poet	_	_	_
121791	Janacandra	name of a poet	_	_	_
121792	Jayagupta	name of a poet	_	_	_
121793	Jayamādhava	name of a poet	_	_	_
121794	Jayavardhana	name of a poet	_	_	_
121795	Jalacandra	name of a poet	_	_	_
121796	Jīvanāya	name of a poet	_	_	_
121797	Jñānavarman	name of a poet	_	_	_
121798	Dyutidhara	name of a poet	_	_	_
121799	Dhañoka	name of a poet	_	_	_
121800	Dharmagupta	name of a poet	_	_	_
121801	Dharmapāla	name of a poet	_	_	_
121802	Dharmayogeśvara	name of a poet	_	_	_
121803	Dharmākara	name of a poet	_	_	_
121804	Dharmāśoka	name of a poet	_	_	_
121805	Pājaka	name of a poet	_	_	_
121806	Pāṇḍavanakula	name of a poet	_	_	_
121807	Pātuka	name of a poet	_	_	_
121808	Pāpāka	name of a poet	_	_	_
121809	Pāmpaka	name of a poet	_	_	_
121810	Pāyīka	name of a poet	_	_	_
121811	Pālakavirāja	name of a poet	_	_	_
121812	Pālita	name of a poet	_	_	_
121813	Piyāka	name of a poet	_	_	_
121814	Taṇḍuladeva	name of a poet	_	_	_
121815	Tarala	name of a poet	_	_	_
121816	Suvibhoka	name of a poet	_	_	_
121817	Suvrata	name of a poet	_	_	_
121818	Suramūla	name of a poet	_	_	_
121819	Surānanda	name of a poet	_	_	_
121820	Surabhicūla	name of a poet	_	_	_
121821	Surīka	name of a poet	_	_	_
121822	Suvarṇa	name of a poet	_	_	_
121823	Sūravarman	name of a poet	_	_	_
121824	Sūryadhara	name of a poet	_	_	_
121825	Sehnoka	name of a poet	_	_	_
121826	Soḍhagovinda	name of a poet	_	_	_
121827	Somakavi	name of a poet	_	_	_
121828	Somila	name of a poet	_	_	_
121829	Solūka	name of a poet	_	_	_
121830	Solloka	name of a poet	_	_	_
121831	Sohnoka	name of a poet	_	_	_
121832	Saumilla	name of a poet	_	_	_
121833	Skandaskāraśaṃkara	name of a poet	_	_	_
121834	Skandha	name of a poet	_	_	_
121835	Sarasīruh	name of a poet	_	_	_
121836	Sarasvatīkuṭumba	name of a poet	_	_	_
121837	Saroruha	name of a poet	_	_	_
121838	Sarvadāsa	name of a poet	_	_	_
121839	Salladra	name of a poet	_	_	_
121840	Sīmanta	name of a poet	_	_	_
121841	Sukhaviṣṇu	name of a poet	_	_	_
121842	Sukhaśarman	name of a poet	_	_	_
121843	Sudeva	name of a poet	_	_	_
121844	Haribhūta	name of a poet	_	_	_
121845	Hīrajit	name of a poet	_	_	_
121846	Hīrārāma	name of a poet	_	_	_
121847	Hīroka	name of a poet	_	_	_
121848	Hetuka	name of a poet	_	_	_
121849	Hemavijaya	name of a poet	_	_	_
121850	Sākoka	name of a poet	_	_	_
121851	Sāgaradhara	name of a poet	_	_	_
121852	Sāgaranandin	name of a poet	_	_	_
121853	Sājoka	name of a poet	_	_	_
121854	Sāñjhanandin	name of a poet	_	_	_
121855	Sāṭhoka	name of a poet	_	_	_
121856	Sātala	name of a poet	_	_	_
121857	Sāmpīka	name of a poet	_	_	_
121858	Sāhila	name of a poet	_	_	_
121859	Sāhnoka	name of a poet	_	_	_
121860	Siṃhadatta	name of a poet	_	_	_
121861	Siṅgāpidi	name of a poet	_	_	_
121862	Śakradeva	name of a poet	_	_	_
121863	Śakacella	name of a poet	_	_	_
121864	Śakavarman	name of a poet	_	_	_
121865	Śakavṛddhi	name of a poet	_	_	_
121866	Śakaṭīyaśabara	name of a poet	_	_	_
121867	Śaṅkhadatta	name of a poet	_	_	_
121868	Śacoka	name of a poet	_	_	_
121869	Śaṃkarakavi	name of a poet	_	_	_
121870	Śaṃkaragaṇa	name of a poet	_	_	_
121871	Śaṃkaradhara	name of a poet	_	_	_
121872	Śaṃkaravarman	name of a poet	_	_	_
121873	Śambuka	name of a poet	_	_	_
121874	Śaradeva	name of a poet	_	_	_
121875	Śarvaṭa	name of a poet	_	_	_
121876	Śaraṇadeva	name of a poet	_	_	_
121877	Śarepha	name of a poet	_	_	_
121878	Śaktikumāra	name of a poet	_	_	_
121879	Śabara	name of a poet	_	_	_
121880	Śaraṇa	name of a poet	_	_	_
121881	Vaidyagaṅgādhara	name of a poet	_	_	_
121882	Vaidyagadādhara	name of a poet	_	_	_
121883	Vaidyajīvadāsa	name of a poet	_	_	_
121884	Vaidyatrivikrama	name of a poet	_	_	_
121885	Vaidyadhanya	name of a poet	_	_	_
121886	Vainateya	name of a poet	_	_	_
121887	Vyāsācala	name of a poet	_	_	_
121888	Vyāghragaṇa	name of a poet	_	_	_
121889	Svāmidatta	name of a poet	_	_	_
121890	Vittapāla	name of a poet	_	_	_
121891	Vittoka	name of a poet	_	_	_
121892	Svastika	name of a poet	_	_	_
121893	Vibhoka	name of a poet	_	_	_
121894	Guṇākara	name of a poet	_	_	_
121895	Gobhaṭṭa	name of a poet	_	_	_
121896	Gopāditya	name of a poet	_	_	_
121897	Gauḍābhinanda	name of a poet	_	_	_
121898	Gauḍābhinandana	name of a poet	_	_	_
121899	Śīlaka	name of a poet	_	_	_
121900	Śūravarman	name of a poet	_	_	_
121901	Śailasarvajña	name of a poet	_	_	_
121902	Śūra	name of a poet	_	_	_
121903	Śobhāka	name of a poet	_	_	_
121904	Gaṇadeva	name of a poet	_	_	_
121905	Gāṅgadeva	name of a poet	_	_	_
121906	Śaśivardhana	name of a poet	_	_	_
121907	Śākalya	name of a poet	_	_	_
121908	Śākalyapalya	name of a poet	_	_	_
121909	Śākyarakṣita	name of a poet	_	_	_
121910	Śāṅkuka	name of a poet	_	_	_
121911	Śāmbhavadeva	name of a poet	_	_	_
121912	Śālavāha	name of a poet	_	_	_
121913	Śālikanātha	name of a poet	_	_	_
121914	Śiśoka	name of a poet	_	_	_
121915	Śāradākāra	name of a poet	_	_	_
121916	Śālūka	name of a poet	_	_	_
121917	Māhuṇḍaka	name of a poet	_	_	_
121918	Krīḍācandra	name of a poet	_	_	_
121919	Muktikalaśa	name of a poet	_	_	_
121920	Muktīśvara	name of a poet	_	_	_
121921	Mucukunda	name of a poet	_	_	_
121922	Muñjāditya	name of a poet	_	_	_
121923	Muktāpīḍa	name of a poet	_	_	_
121924	Meṇṭha	name of a poet	_	_	_
121925	Mudrāṅka	name of a poet	_	_	_
121926	Mūrkha	name of a poet	_	_	_
121927	Mūka	name of a poet	_	_	_
121928	Mṛgarāja	name of a poet	_	_	_
121929	Pratinanda	name of a poet	_	_	_
121930	Viṣṇuhari	name of a poet	_	_	_
121931	Viśvāvasu	name of a poet	_	_	_
121932	Prabhu	name of a poet	_	_	_
121933	Vīradeva	name of a poet	_	_	_
121934	Vīrasarasvatī	name of a poet	_	_	_
121935	Vīryāmitra	name of a poet	_	_	_
121936	Vīradatta	name of a poet	_	_	_
121937	Veṅkayya	name of a poet	_	_	_
121938	Vedakavisvāmin	name of a poet	_	_	_
121939	Vṛddhi	name of a poet	_	_	_
121940	Puṃsoka	name of a poet	_	_	_
121941	Puṇḍarīkakavi	name of a poet	_	_	_
121942	Puṇḍraka	name of a poet	_	_	_
121943	Puroka	name of a poet	_	_	_
121944	Purusena	name of a poet	_	_	_
121945	Puṇya	name of a poet	_	_	_
121946	Pulina	name of a poet	_	_	_
121947	Puṣkarākṣa	name of a poet	_	_	_
121948	Puṣṭika	name of a poet	_	_	_
121949	Dāḍimabhaṭṭa	name of a poet	_	_	_
121950	Divirakiśora	name of a poet	_	_	_
121951	Bāṇapañcānana	name of a poet	_	_	_
121952	Bāhvaṭa	name of a poet	_	_	_
121953	Binduśarman	name of a poet	_	_	_
121954	Bimboka	name of a poet	_	_	_
121955	Bījākara	name of a poet	_	_	_
121956	Buddhaka	name of a poet	_	_	_
121957	Bilvamaṅgala	name of a poet	_	_	_
121958	Bījaka	name of a poet	_	_	_
121959	Bodhaka	name of a poet	_	_	_
121960	Brahmabhaṭṭa	name of a poet	_	_	_
121961	Brahmahari	name of a poet	_	_	_
121962	Pracaṇḍamādhava	name of a poet	_	_	_
121963	Priyaṃvada	name of a poet	_	_	_
121964	Bandhakampa	name of a poet	_	_	_
121965	Praśasta	name of a poet	_	_	_
121966	Cakrapāla	name of a poet	_	_	_
121967	Candrakavi	name of a poet	_	_	_
121968	Candradeva	name of a poet	_	_	_
121969	Durgata	name of a poet	_	_	_
121970	Kaṭhoragiri	name of a mountain	_	_	_
121971	Karavīka	name of a mountain	_	_	_
121972	Karīṣa	name of a mountain	_	_	_
121973	Karṇagiri	name of a mountain	_	_	_
121974	Kusumanaga	name of a mountain	_	_	_
121975	Kusumbha	name of a mountain	_	_	_
121976	Kūṭaśaila	name of a mountain	_	_	_
121977	Kūṭaka	name of a mountain	_	_	_
121978	Kūlaka	name of a mountain	_	_	_
121979	Kṛṣṇagiri	name of a mountain	_	_	_
121980	Kṛṣṇāñjanagiri	name of a mountain	_	_	_
121981	Ketumant	name of a mountain	_	_	_
121982	Kesara	name of a mountain (or of a type of mountains?)	_	_	_
121983	Koṭādri	name of a mountain	_	_	_
121984	Konva	name of a mountain	_	_	_
121985	Kolagiri	name of a mountain	_	_	_
121986	Kollaka	name of a mountain	_	_	_
121987	Kollagiri	name of a mountain	_	_	_
121988	Koṣṭhavant	name of a mountain	_	_	_
121989	Akṣaya	name of a mountain	_	_	_
121990	Añjanāgiri	name of a mountain	_	_	_
121991	Aṭṭahāsa	name of a mountain	_	_	_
121992	Saṃvartaka	name of a mountain	_	_	_
121993	Saṃkocana	name of a mountain	_	_	_
121994	Karpaṭa	name of a mountain	_	_	_
121995	Kāmagiri	name of a mountain	_	_	_
121996	Pañcavarṇa	name of a mountain	_	_	_
121997	Pañcaśīrṣa	name of a mountain	_	_	_
121998	Pataṃgaka	name of a mountain	_	_	_
121999	Padmācala	name of a mountain	_	_	_
122000	Pandara	name of a mountain	_	_	_
122001	Sanūdaparvata	name of a mountain	_	_	_
122002	Saṃdhyācala	name of a mountain	_	_	_
122003	Sabindu	name of a mountain	_	_	_
122004	Parāga	name of a mountain	_	_	_
122005	Andhakavarta	name of a mountain	_	_	_
122006	Abda	name of a mountain	_	_	_
122007	Kālaparvata	name of a mountain	_	_	_
122008	Kālaśaila	name of a mountain	_	_	_
122009	Kālakavana	name of a mountain	_	_	_
122010	Kāliñjara	name of a mountain	_	_	_
122011	Kukkuṭapāda	name of a mountain	_	_	_
122012	Kukkuṭāgiri	name of a mountain	_	_	_
122013	Kuṭakācala	name of a mountain	_	_	_
122014	Kuṇḍoda	name of a mountain	_	_	_
122015	Kuraṅga	name of a mountain	_	_	_
122016	Kurarin	name of a mountain	_	_	_
122017	Bhṛguprasravaṇa	name of a mountain	_	_	_
122018	Bheḍagiri	name of a mountain	_	_	_
122019	Bhojana	name of a mountain	_	_	_
122020	Maṅgalagiri	name of a mountain	_	_	_
122021	Maṅgalaprastha	name of a mountain	_	_	_
122022	Magna	name of a mountain	_	_	_
122023	Maṇikāñcana	name of a mountain	_	_	_
122024	Maṇimant	name of a mountain	_	_	_
122025	Maṇimantha	name of a mountain	_	_	_
122026	Maṇimegha	name of a mountain	_	_	_
122027	Maṇiśaila	name of a mountain	_	_	_
122028	Matsyadhvaja	name of a mountain	_	_	_
122029	Niravinda	name of a mountain	_	_	_
122030	Niṣkuṭa	name of a mountain	_	_	_
122032	Nīlavant	name of a mountain	_	_	_
122033	Nīlābha	name of a mountain	_	_	_
122034	Amara	name of a mountain	_	_	_
122035	Amaraparvata	name of a mountain	_	_	_
122036	Ayomukha	name of a mountain	_	_	_
122037	Nāgaśata	name of a mountain	_	_	_
122038	Nāṭaka	name of a mountain	_	_	_
122039	Nibiḍa	name of a mountain	_	_	_
122040	Manorama	name of a mountain	_	_	_
122041	Mayūraparvata	name of a mountain	_	_	_
122042	Marudeva	name of a mountain	_	_	_
122043	Mahākīṭaparvata	name of a mountain	_	_	_
122044	Mahāñjana	name of a mountain	_	_	_
122045	Urumuṇḍa	name of a mountain	_	_	_
122046	Uruśṛṅga	name of a mountain	_	_	_
122047	Uśīragiri	name of a mountain	_	_	_
122048	Uśīrabīja	name of a mountain	_	_	_
122049	ￗrdhvaroman	name of a mountain	_	_	_
122050	Ṛkṣa	name of a mountain	_	_	_
122051	Ṛkṣavant	name of a mountain	_	_	_
122052	Ṛkṣoda	name of a mountain	_	_	_
122053	Ṛśyamūka	name of a mountain	_	_	_
122054	Ṛṣabha	name of a mountain	_	_	_
122055	Ekadhāraka	name of a mountain	_	_	_
122056	Ekaparvataka	name of a mountain	_	_	_
122057	Ekaprastha	name of a mountain	_	_	_
122058	Airāvataka	name of a mountain	_	_	_
122059	Śrīgiri	name of a mountain	_	_	_
122060	Śrīmañju	name of a mountain	_	_	_
122061	Śrīmaṇḍapa	name of a mountain	_	_	_
122062	Ślakṣṇa	name of a mountain	_	_	_
122063	Śvetaparṇa	name of a mountain	_	_	_
122064	Śvetaparvata	name of a mountain	_	_	_
122065	Svetodara	name of a mountain	_	_	_
122066	Dhūmravarṇa	name of a mountain	_	_	_
122067	Nandigiri	name of a mountain	_	_	_
122068	Upabarhiṇa	name of a mountain	_	_	_
122069	Vāridhāra	name of a mountain	_	_	_
122070	Vārāha	name of a mountain	_	_	_
122071	Vālavāya	name of a mountain	_	_	_
122072	Vidruma	name of a mountain	_	_	_
122073	Vijayārdha	name of a mountain	_	_	_
122074	Viṭa	name of a mountain	_	_	_
122075	Bhaṅgugiri	name of a mountain	_	_	_
122076	Bhadragaura	name of a mountain	_	_	_
122077	Bhallāṭa	name of a mountain	_	_	_
122078	Bhavācala	name of a mountain	_	_	_
122079	Bhākūṭa	name of a mountain	_	_	_
122080	Bhāryāru	name of a mountain	_	_	_
122081	Bhāsa	name of a mountain	_	_	_
122082	Bhihu	name of a mountain	_	_	_
122083	Cārugiri	name of a mountain	_	_	_
122084	Cūḍāvana	name of a mountain	_	_	_
122085	Utkīlaka	name of a mountain	_	_	_
122086	Uttara	name of a mountain	_	_	_
122087	Unnata	name of a mountain	_	_	_
122088	Āñjanagiri	name of a mountain	_	_	_
122089	Āmbikeya	name of a mountain in Śākadvīpa	_	_	_
122090	Āmrakūṭa	name of a mountain	_	_	_
122091	Āmrātaka	name of a mountain	_	_	_
122092	Ārcīkaparvata	name of a mountain	_	_	_
122093	Āśekuṭin	name of a mountain	_	_	_
122094	Indrakīla	name of a mountain	_	_	_
122095	Indrakūṭa	name of a mountain	_	_	_
122096	Indragiri	name of a mountain	_	_	_
122097	Indraparvata	name of a mountain	_	_	_
122098	Indraśaila	name of a mountain	_	_	_
122099	Indrasena	name of a mountain	_	_	_
122100	Yāmuna	name of a mountain	_	_	_
122101	Ratnakūṭa	name of a mountain	_	_	_
122102	Ratnagiri	name of a mountain	_	_	_
122103	Ratnavant	name of a mountain	_	_	_
122104	Rathāvarta	name of a mountain	_	_	_
122105	Lohagiri	name of a mountain	_	_	_
122106	Lohācala	name of a mountain	_	_	_
122107	Lohitāgiri	name of a mountain	_	_	_
122108	Lauhitya	name of a mountain	_	_	_
122109	Vaṅkaṭaka	name of a mountain	_	_	_
122110	Vajra	name of a mountain	_	_	_
122111	Vajrakūṭa	name of a mountain	_	_	_
122112	Vajrāṅkuśa	name of a mountain	_	_	_
122113	Vajraka	name of a mountain	_	_	_
122114	Varuṇasrotasa	name of a mountain	_	_	_
122115	Varuṇādri	name of a mountain	_	_	_
122116	Varāhaparvata	name of a mountain	_	_	_
122117	Varāhaśaila	name of a mountain	_	_	_
122118	Varāhādri	name of a mountain	_	_	_
122119	Rājaśaila	name of a mountain	_	_	_
122120	Rāmaka	name of a mountain	_	_	_
122121	Rukmin	name of a mountain	_	_	_
122122	Rudropastha	name of a mountain	_	_	_
122123	Rumaṇvant	name of a mountain	_	_	_
122124	Rurumuṇḍa	name of a mountain	_	_	_
122125	Merumandara	name of a mountain	_	_	_
122126	Yajñagiri	name of a mountain	_	_	_
122127	Valakrama	name of a mountain	_	_	_
122128	Vasudhāra	name of a mountain	_	_	_
122129	Vātasvana	name of a mountain	_	_	_
122130	Vāmana	name of a mountain	_	_	_
122132	Mahānasa	name of a mountain	_	_	_
122133	Mahābhadra	name of a mountain	_	_	_
122134	Mahāśaila	name of a mountain	_	_	_
122135	Mahāhimavant	name of a mountain	_	_	_
122136	Māṇikyādri	name of a mountain	_	_	_
122137	Mānavācala	name of a mountain	_	_	_
122138	Mānasācala	name of a mountain	_	_	_
122139	Mānasottara	name of a mountain	_	_	_
122140	Mālindya	name of a mountain	_	_	_
122141	Rūpya	name of a mountain	_	_	_
122142	Raivatagiri	name of a mountain	_	_	_
122143	Rohaga	name of a mountain	_	_	_
122144	Rohitagiri	name of a mountain	_	_	_
122145	Lajjādhāra	name of a mountain	_	_	_
122146	Latāveṣṭa	name of a mountain	_	_	_
122147	Latāveṣṭita	name of a mountain	_	_	_
122148	Līlāparvata	name of a mountain	_	_	_
122149	Tuṅgaprastha	name of a mountain	_	_	_
122150	Triśikhara	name of a mountain	_	_	_
122151	Triśūla	name of a mountain	_	_	_
